Ranking;Nombre;Ventas;CNAE_Original;SECTOR_NOMBRE;NIF;ventas_estimado;patentes;confianza;criterio;ano_constitucion;poblacion;numero_empleados;web_oficial;actividad_resumen;tamano_ing;complejidad_txt;cto_actual;propiedad_accionistas;private_equity_firmas;financiacion_publica_detalle;usa_inteligencia_artificial;plataforma_cloud;solvencia_txt;puntos_solv;perfil_txt;veredicto_final;conclusion_sueldo_80k;justificacion_viabilidad;score_viabilidad;provincia
696;BAS PROJECTS CORPORATION SOCIEDAD LIMITADA.;grande;7112;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;B95745832;50000000;0;0.0;Sin match;2013;Bilbao;~30-40 (LinkedIn ×1.2x);www.bascorporation.com;Desarrollo, construcción y operación de proyectos de energías renovables, principalmente eólica y solar.;~15-25 técnicos;Proyectos de infraestructura energética a gran escala (e.g., parques solares y eólicos), implicando alta complejidad en ingeniería eléctrica, civil y de control.;No identificado públicamente;Filial de Dominion Energy, con participación minoritaria del fondo de inversión Incus Capital.;Incus Capital;Sin datos;NO. No hay evidencia en su web o en noticias de que apliquen IA en sus productos o servicios.;HÍBRIDA;Ventas de 50M€ y una inversión de 50M€ del fondo de capital riesgo Incus Capital en la matriz de renovables.;Máximo;Híbrido Hardware/Software, con un fuerte componente en gestión de proyectos energéticos a gran escala.;TIBURÓN;POSIBLE;🟡 POSIBLE (47/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 35 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Con PE/VC (+5) | ⚠️ Sector industrial (+5);47.0;vizcaya
697;K 2000 S.A.U;grande;5916;Actividades de producciones de programas de televisión;A48175681;50000000;0;0.0;Sin match;1985;Galdakao;80 (eInforma);www.k2000.com;Productora audiovisual, creación de contenidos y prestación de servicios para producciones audiovisuales.;~5-10 técnicos;Servicios de producción audiovisual tradicional. No se detecta un componente tecnológico complejo como desarrollo de software propio, IA o IoT a partir de la información pública.;No identificado públicamente;Grupo Mediapro;Ninguno;Sin datos;NO. Su actividad se centra en la producción audiovisual convencional, sin evidencias públicas del uso de IA en sus procesos creativos o de gestión.;Sin datos;Facturación consolidada (entre 6 y 30 millones de euros) y pertenece al Grupo Mediapro, un actor principal en el sector audiovisual europeo.;Alto;Híbrido Hardware/Soft (Broadcast);PYME;POSIBLE;🟡 POSIBLE (38/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 80 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);38.0;vizcaya
698;VASCO SHIPPING SERVICES SL;grande;5020;Transporte marítimo de mercancías;B48818983;50000000;0;0.0;Sin match;1996;Santurtzi;~25 (Axesor);www.vascoship.com;Agente consignatario en exclusiva de la naviera china COSCO en el norte de España.;~5-10 técnicos;SaaS para logística (Tookane) a través de su filial tecnológica VTLAB, con optimización de rutas y seguimiento.;No identificado públicamente;Grupo Vasco, una empresa familiar liderada por la familia Azarloza.;Ninguno;Sin datos;SÍ/NO + contexto (máx 29 palabras);HÍBRIDA;Empresa consolidada dentro de un grupo empresarial familiar (Grupo Vasco) con una facturación relevante en su sector.;Alto;Principalmente perfiles de operaciones y logística, con un pequeño equipo de desarrollo de software en su filial VTLAB.;PYME;POSIBLE;🟡 POSIBLE (45/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 25 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8);45.0;vizcaya
699;LA INDUSTRIAL CERRAJERA, SA;grande;2572;Fabricación de cerraduras y herrajes;A48007231;50000000;4;1.0;Exacto (Normalizado);1932;Elorrio;70 (eInforma);www.lince.com;Fabricación y venta de artículos de cerrajería y ferretería, incluyendo cerraduras, candados y cilindros.;~5-10 técnicos;Empresa industrial tradicional con productos de cerrajería mecánica. Recientemente ha incorporado productos con conectividad Bluetooth (IoT) como el cerrojo electrónico SMARt7930.;No identificado públicamente;No identificado públicamente;Ninguno;CDTI (2003);NO;No identificado públicamente;Empresa consolidada con una larga trayectoria desde 1932 y ventas reportadas en un rango que la sitúa como una pyme robusta.;Alto;Híbrido Hardware/Software con un enfoque principal en la ingeniería mecánica y una creciente área de desarrollo de software embebido para sus nuevos productos IoT.;PYME;POSIBLE;🟡 POSIBLE (43/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 70 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ I+D público (+5);43.0;vizcaya
700;ARCA CATENARIA SOCIEDAD ANONIMA.;grande;2732;Fabricación de otros hilos y cables electrónicos y eléctricos;A95515136;50000000;0;0.0;Sin match;2008;Mungia;20-100 (eInforma);www.arcatenary.com;Diseño, desarrollo y fabricación de herrajes y accesorios para líneas aéreas de ferrocarril.;~10-15 técnicos;Empresa industrial (hardware) especializada en electrificación ferroviaria (catenarias) para alta velocidad, convencional y tranvías. Ofrecen servicios de ingeniería a medida.;No identificado públicamente;Anteriormente parte del Grupo Arruti. Los accionistas actuales incluyen G.A.H. 99 SOCIEDAD LIMITADA y DAXA 2016 SOCIEDAD LIMITADA.;Ninguno;Ha recibido financiación del programa Hazitek del Gobierno Vasco, cofinanciado por fondos FEDER.;NO. A pesar de que un proveedor de software ERP menciona la IA en su web, no hay evidencia de que ARCA CATENARIA la utilice en sus productos o procesos.;Sin datos;Facturación en fuerte crecimiento, pasando de 5M€ en 2021 a un objetivo de 20M€ en 2024. Empresa exportadora consolidada con presencia en más de 20 países.;Alto;Híbrido Hardware/Ingeniería;TIBURÓN;POSIBLE;🟡 POSIBLE (43/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 60 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ I+D público (+5);43.0;vizcaya
702;RDT SPAIN NORTH SOCIEDAD LIMITADA.;grande;7112;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;B64227382;50000000;0;0.0;Sin match;2006;Zamudio;157 (einforma);www.rdtingenieros.com;Servicios técnicos de ingeniería y consultoría para diversos sectores industriales y tecnológicos.;~70-90 técnicos;Alta. Proyectos de ingeniería avanzada, Industria 4.0, IA, analítica de datos y desarrollo de aplicaciones en la nube.;No identificado públicamente. A nivel de grupo, Fernando Herrera es el Vicepresidente Senior de Innovación en IA y Desarrollo de Ecosistemas.;RDT ENGINEERS CAPITAL SL (Empresa Matriz);Ninguno;Sí, participa en el programa Hazitek, cofinanciado por el Gobierno Vasco y fondos FEDER.;SÍ. Fuerte apuesta por la IA, con un nuevo VP de Innovación en IA, y desarrollo de soluciones en mantenimiento predictivo y optimización energética.;HÍBRIDA;Facturación del grupo superior a los 100M€, con previsión de 140M€ en 2025, e inversión de 10M€ en una nueva fábrica de IA.;Máximo;Híbrido Hardware/Software con especialización en ingeniería y soluciones digitales avanzadas.;TIBURÓN;VIABLE;🟢 VIABLE (60/100 pts) - ⚠️ Ventas >20M€ (+15) | ✅ 157 empleados (+12) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ I+D público (+5) | ⚠️ Sector industrial (+5);60.0;vizcaya
703;SATLANTIS MICROSATS SOCIEDAD ANONIMA;grande;6190;Otras actividades de telecomunicaciones;A95783932;50000000;0;0.0;Sin match;2014;Leioa;~150-200 (eInforma/Seed Capital Bizkaia);www.satlantis.com;Desarrollo de cámaras de muy alta resolución y microsatélites para la observación terrestre.;~50-70 técnicos;Híbrido Hardware/Software: desarrollo de cargas útiles ópticas (cámaras) para satélites, software de procesamiento de datos e IA para análisis de imágenes.;Aitor Conde - CTO (Varios artículos);Enagás Emprende, SEPIDES (Grupo SEPI), ORZA, AXIS-ICO, Diputación Foral de Bizkaia, BP Energy Partners, EnCap Investments L.P., Williams.;Orza, BP Energy Partners, EnCap Investments L.P.;CDTI, COFIDES, Instituto Vasco de Finanzas (IVF), Gobierno Vasco.;SÍ, un equipo de expertos en inteligencia artificial (IA) procesa los datos para aplicaciones como la monitorización de infraestructuras y la detección de emisiones de gases de efecto invernadero.;HÍBRIDA (Data Hub en entorno cloud seguro y escalable).;Facturación de 17,8M€ en 2023, EBITDA de 3M€ y rondas de financiación de capital riesgo (14M€ en 2021).;Máximo;Híbrido Hardware/Software (Ingenieros ópticos, mecánicos de precisión, electrónicos y de software).;TIBURÓN;VIABLE;🟢 VIABLE (63/100 pts) - ⚠️ Ventas >20M€ (+15) | ✅ 175 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ Con PE/VC (+5) | ✅ I+D público (+5);63.0;vizcaya
704;ABUS IBERICA PRODUCTOS DE SEGURIDAD SOCIEDAD LIMITADA;grande;4674;Comercio al por mayor de ferretería, fontanería y calefacción;B48920441;50000000;0;0.0;Sin match;1997;Erandio;34 (Empresite);www.abus.es;Comercialización de productos de seguridad mecánicos y electrónicos, como candados, cerraduras y sistemas de videovigilancia.;~5-10 técnicos;Principalmente hardware de seguridad con una creciente integración de software y conectividad (IoT) a través de aplicaciones móviles para la gestión de dispositivos.;No identificado públicamente;Filial de la empresa multinacional alemana ABUS August Bremicker Söhne KG.;Ninguno;Sin datos;NO;No identificado públicamente;Filial de una multinacional alemana consolidada con ventas declaradas de 50.0M€, lo que indica una alta capacidad financiera.;Alto;Híbrido Hardware/Software con enfoque en IoT.;TIBURÓN;DUDOSO;🟡 DUDOSO (24/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 34 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ❌ Sector bajo salario (-10);24.0;vizcaya
706;HIJOS DE JOSE SERRATS SA;grande;1022;Fabricación de conservas de pescado;A48005672;50000000;1;0.88;Fuzzy Match (HIJOS DE JORGE SERRA);1942;Bermeo;90 (eInforma);www.serrats.com;Fabricación y distribución de conservas de pescado de alta calidad, como Bonito del Norte y Anchoas.;~1-3 técnicos;Empresa del sector de la alimentación con tecnología de producción tradicional. Han implementado un sistema ERP para la gestión integral y tienen presencia online con una tienda de comercio electrónico.;No identificado públicamente;Empresa familiar, saga Serrats.;Ninguno;Ha recibido subvenciones de la Diputación Foral de Bizkaia para proyectos de digitalización y ha participado en el programa Hazinnova del Gobierno Vasco.;NO. No hay evidencia del uso de inteligencia artificial en sus productos o procesos más allá de posibles herramientas genéricas de gestión o marketing.;No identificado;Empresa consolidada con una larga trayectoria desde 1890 y ventas reportadas de 50M€. Es una empresa exportadora con presencia internacional.;Alto;Principalmente perfiles industriales y de producción, con un pequeño equipo de soporte para sistemas (ERP) y comercio electrónico.;PYME;DUDOSO;🟡 DUDOSO (31/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 90 empleados (+8) | ✅ CTO identificado (+8);31.0;vizcaya
707;AIRLAN INDUSTRIAL SOCIEDAD ANONIMA;grande;2825;Fabricación de maquinaria de ventilación y refrigeración no doméstica;A95048682;50000000;0;0.0;Sin match;1999;Alonsotegi;49 (eInforma);www.airlan.es;Fabricación y comercialización de equipos y sistemas de climatización, refrigeración, calefacción y ventilación.;~10-15 técnicos;Hardware (equipos HVAC) con capa de software para control, monitorización (IoT), Big Data y Machine Learning para mantenimiento predictivo y servitización.;No identificado públicamente;Adquirida por el grupo italiano GRIG Spa (Aermec) en diciembre de 2024.;Ninguno;HAZITEK (Gobierno Vasco/SPRI), CDTI (histórico).;SÍ. Utiliza Big Data y Machine Learning para la servitización de sus sistemas y participa en proyectos de ecosistemas digitales inteligentes.;Sin datos;Adquirida por el grupo GRIG Spa (facturación >600M€). Airlan prevé facturar más de 65M€ en 2024, demostrando una fuerte solidez financiera.;Máximo;Híbrido Hardware/Software (Ingeniería industrial + IoT/IA);TIBURÓN;POSIBLE;🟡 POSIBLE (47/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 49 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8) | ✅ I+D público (+5);47.0;vizcaya
711;GESTAMP TOOLING ERANDIO SOCIEDAD LIMITADA.;grande;2932;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;B20975371;50000000;0;0.0;Sin match;2008;Erandio;167 (eInforma);www.gestamp.com;Fabricación de troqueles, matrices y utillaje para la industria del automóvil.;~25-35 técnicos;Industria 4.0, IoT en planta, IA para control de calidad en soldadura y analítica de datos de producción.;Diego Mallada - IT Digital Director (Gestamp Corporate);Gestamp Automoción S.A., cuyo accionista mayoritario es ACEK Desarrollo y Gestión Industrial, S.L.;Ninguno;HAZITEK (Gobierno Vasco);SÍ. Gestamp utiliza IA y 'machine learning' para la detección de defectos en procesos de soldadura, optimización de operaciones y en su estrategia de Industria 4.0.;HÍBRIDA;Filial de Gestamp, una multinacional con ventas de más de 8.200M€ en 2017, lo que indica una fuerte capacidad financiera.;Máximo;Híbrido Hardware/Software, enfocado en la digitalización de procesos industriales (Industria 4.0).;TIBURÓN;VIABLE;🟢 VIABLE (58/100 pts) - ⚠️ Ventas >20M€ (+15) | ✅ 167 empleados (+12) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ I+D público (+5);58.0;vizcaya
712;TRANSMISIONES LA MAGDALENA SOCIEDAD LIMITADA;grande;2830;Fabricación de maquinaria agraria y forestal;B48045140;50000000;2;1.0;Exacto (Normalizado);1957;Abadiño;58 (eInforma);www.lamagdalena.com;Fabricación y reparación de árboles de transmisión a cardan para maquinaria agrícola y forestal.;~5-10 técnicos;Empresa industrial tradicional (Hardware). Fabrica componentes mecánicos como árboles de transmisión y crucetas. Su web no muestra complejidad de software, IA o IoT.;No identificado públicamente;Sin datos públicos disponibles sobre la estructura accionarial.;Ninguno;CDTI (Proyecto: 'Banco de ensayos para el acceso a nuevos mercados');NO. No hay indicios en su web ni en noticias de que utilicen IA en sus productos o procesos.;ON-PREMISE;Facturación consolidada en el rango de 6 a 15 millones de euros y beneficiaria de financiación pública (CDTI).;Alto;Hardware (Mecánica);PYME;POSIBLE;🟡 POSIBLE (43/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 58 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ I+D público (+5);43.0;vizcaya
713;SEGUROS LAGUN ARO 2003 AGRUPACION DE INTERES ECONOMICO;grande;6619;Otras actividades auxiliares a los servicios financieros, excepto seguros y fondos de pensiones;V95239604;50000000;0;0.0;Sin match;2003;Bilbao;51-100 (einforma);www.seguroslagunaro.com;Realización de actividades auxiliares y de soporte administrativo para sus socios aseguradores.;~10-15 técnicos;Software de gestión para el sector asegurador, con automatización de procesos mediante RPA.;No identificado públicamente;Propiedad de Seguros Lagun Aro S.A. y Seguros Lagun Aro Vida S.A., que a su vez pertenecen a LABORAL Kutxa (Corporación Mondragón).;Ninguno;Sin datos;SÍ, utiliza RPA (Robotic Process Automation) para la automatización de tareas mecánicas y repetitivas en diversas áreas de la compañía.;HÍBRIDA;Forma parte de Seguros Lagun Aro, un grupo asegurador consolidado y rentable, propiedad al 100% de LABORAL Kutxa, una entidad financiera solvente.;Máximo;Software de gestión (ERP/CRM) y automatización de procesos (RPA).;TIBURÓN;POSIBLE;🟡 POSIBLE (49/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 75 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8);49.0;vizcaya
714;OREY SHIPPING SOCIEDAD LIMITADA.;grande;5229;Otras actividades anexas al transporte;B84095777;50000000;0;0.0;Sin match;2005;Bilbao;15 (Empresite);www.orey-shipping.com;Operador logístico global que ofrece transporte marítimo, aéreo y terrestre, así como servicios de agencia portuaria.;~5-10 técnicos;Plataforma digital para clientes (gestión, rastreo y etiquetado en tiempo real). Mención de uso de IA y digitalización para la optimización de procesos.;Hugo Martins - IT Director (Horizon View);Pertenece a Horizon View, que a su vez está participada por OperQuanto – Consultoria de Navegação e Trânsitos, Lda., Sociedade Comercial Orey Antunes, S.A., y otros accionistas minoritarios.;Orey Capital Partners (fondo especializado en Transporte y Logística del Grupo Orey).;Sin datos;SÍ, la compañía menciona la integración de tecnologías innovadoras como la inteligencia artificial y la digitalización para reforzar su compromiso con la excelencia y la orientación al cliente.;No identificado;Facturación declarada entre 6 y 30 millones de euros. Pertenece a un grupo empresarial consolidado (Horizon View / Orey) con una larga trayectoria desde 1886.;Alto;Híbrido Software/Logística;PYME;POSIBLE;🟡 POSIBLE (43/100 pts) - ⚠️ Ventas >20M€ (+15) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8) | ✅ Con PE/VC (+5);43.0;vizcaya
717;TRANSPORTES DEL PUERTO DE SANTURTZI, S.L.;grande;5229;Otras actividades anexas al transporte;B95726121;50000000;0;0.0;Sin match;2013;Santurtzi;~30 (El Correo) / 4 (eInforma);www.tpsanturtzi.com;Transporte por carretera de contenedores y cargas completas a nivel nacional e internacional.;~2-5 técnicos;Software propio de gestión de flotas con integración de sistemas para clientes.;No identificado públicamente;Socio único anterior HIRIPORT SOCIEDAD LIMITADA (extinguida). Propiedad actual no identificada.;Ninguno;Sin datos;NO. No hay evidencia pública del uso de IA en sus operaciones o software.;No identificado públicamente;Facturación consolidada por encima de los 10M€ anuales.;Alto;Software de gestión logística;PYME;DUDOSO;🟡 DUDOSO (31/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 30 empleados (+4) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4);31.0;vizcaya
718;GESTION DOCUMENTAL EUSKADI SOCIEDAD LIMITADA.;grande;8211;Servicios administrativos combinados;B95701975;50000000;0;0.0;Sin match;2012;Bilbao;61 (eInforma);www.gesdek.eus;Servicios de gestión documental y auxilio administrativo principalmente para el sector notarial.;~5-10 técnicos;Software de Gestión Documental y servicios BPO (externalización de procesos) para el tratamiento de documentos.;No identificado públicamente;Sociedad Limitada Unipersonal (S.L.U.), indicando un único propietario no identificado en los resultados.;Ninguno;Ha recibido subvenciones de la Diputación Foral de Bizkaia para el mantenimiento del empleo.;NO. No hay evidencia pública del uso o desarrollo de tecnologías de inteligencia artificial.;Sin datos;Facturación reportada en un rango de 6 a 30 millones de euros, indicando una operación consolidada.;Alto;Software de Gestión;PYME;POSIBLE;🟡 POSIBLE (38/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 61 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7);38.0;vizcaya
719;JESUS DIEZ SOCIEDAD ANONIMA;grande;4531;Comercio al por mayor de repuestos y accesorios de vehículos de motor;A95594503;50000000;0;0.0;Sin match;2009;Ortuella;42 (eInforma);www.jedsa.com;Comercio al por mayor de repuestos y accesorios para vehículos de motor.;~5-10 técnicos;No se evidencia una complejidad técnica elevada en su web. Principalmente es un catálogo de productos y servicios de distribución.;No identificado públicamente;Sociedad anónima unipersonal.;Ninguno;Adjudicataria de contratos públicos para suministro de filtros y aceites.;NO;No identificado;Facturación entre 6 y 30 millones de euros. Adjudicataria de contratos públicos.;Alto;Distribución y comercio mayorista de componentes de automoción.;PYME;DUDOSO;🟡 DUDOSO (24/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 42 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ❌ Sector bajo salario (-10);24.0;vizcaya
720;PESCADOS BIZKAIMAR SOCIEDAD LIMITADA.;grande;4638;Comercio al por mayor de pescados y mariscos y otros productos alimenticios;B95750824;50000000;0;0.0;Sin match;2014;Basauri;12 (Empresite);www.pescadosbizkaimar.com;Comercio al por mayor de pescados y mariscos y otros productos alimenticios.;~1-2 técnicos;Presencia online básica. Web corporativa sin funcionalidades complejas aparentes. No se detecta software propio, IA, o IoT.;No identificado públicamente;PESCADOS Y MARISCOS R.M. BARRIOCANAL SOCIEDAD LIMI.;Ninguno;Sin datos;NO. No hay indicios de uso de IA en sus operaciones o web.;ON-PREMISE;Empresa consolidada con ventas reportadas entre 6 y 30 millones de euros.;Alto;No se detecta un perfil tecnológico relevante.;DESCARTAR;NO VIABLE;🔴 NO VIABLE (13/100 pts) - ⚠️ Ventas >20M€ (+15) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ❌ Sector bajo salario (-10);13.0;vizcaya
721;ZUGAZTEL M.P. SOCIEDAD ANONIMA.;grande;6203;Gestión de recursos informáticos;A95584835;50000000;0;0.0;Sin match;2009;Bilbao;38 (EL CORREO);www.zugaztel.eus;Servicios de atención ciudadana no presencial, digitalización y consultoría informática para la Diputación Foral de Bizkaia.;~10-15 técnicos;Plataformas de atención ciudadana, digitalización de documentos y desarrollo de soluciones con Inteligencia Artificial para análisis cualitativo.;No identificado públicamente;Diputación Foral de Bizkaia;Ninguno;Es una empresa pública financiada por la Diputación Foral de Bizkaia mediante encargos de gestión.;SÍ - Desarrollo de una solución para el procesamiento cualitativo de la atención no presencial a través de tecnologías de inteligencia artificial.;Sin datos;Empresa pública propiedad de la Diputación Foral de Bizkaia, lo que garantiza una alta estabilidad financiera.;Máximo;Híbrido entre servicios de IT, gestión de datos y desarrollo de software (IA).;TIBURÓN;POSIBLE;🟡 POSIBLE (47/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 38 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ✅ Usa IA (+8) | ⚠️ Sector industrial (+5);47.0;vizcaya
723;ALCONZA BERANGO SOCIEDAD LIMITADA;grande;2711;Fabricación de motores, generadores y transformadores eléctricos;B48775472;50000000;0;0.0;Sin match;1995;Berango;70 (Estrategia Empresarial);www.alconza.com;Fabricación de motores y generadores eléctricos para los sectores naval, hidroeléctrico e industrial.;~15-25 técnicos;Hardware (motores eléctricos de imanes permanentes, generadores) y software (Digital Twin, Machine Learning para mantenimiento predictivo).;No identificado públicamente;Ingeteam (adquisición de activos productivos), anteriormente Grupo Irizar.;Ninguno;Hazitek, CDTI, Clean Sky 2 (Horizonte Europa);SÍ, utiliza Machine Learning para el mantenimiento predictivo en su proyecto de Gemelo Digital (TWINPROP).;ON-PREMISE/HÍBRIDA;Reciente adquisición de sus activos productivos por parte de Ingeteam, un grupo consolidado con una facturación superior a los 1.000 millones de euros.;Máximo;Híbrido Hardware/Software con enfoque en ingeniería eléctrica y mecánica, y crecientes capacidades en software y datos.;TIBURÓN;VIABLE;🟢 VIABLE (59/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 70 empleados (+8) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ✅ I+D público (+5) | ⚠️ Sector industrial (+5);59.0;vizcaya
724;GESTAMP TRY OUT SERVICES SOCIEDAD LIMITADA.;grande;7490;Otras actividades profesionales, científicas y técnicas n.c.o.p.;B95723748;50000000;0;0.0;Sin match;2013;Muskiz;No identificado (eInforma/Empresite indican reducción en 2024 sin cifra concreta);www.gestamp.com;Puesta a punto y prueba de troqueles para la estampación de componentes metálicos de automoción.;~10-15 técnicos;Empresa centrada en la puesta a punto de troqueles (hardware), integrada en un grupo (Gestamp) que aplica tecnologías de Industria 4.0, IoT y gemelos digitales en sus procesos productivos.;No identificado públicamente a nivel de la filial;Filial 100% del grupo Gestamp. El accionista mayoritario de Gestamp es la familia Riberas a través de Acek Desarrollo y Gestión Industrial, S.L.;Ninguno directamente. El grupo Gestamp ha tenido relación con firmas de capital riesgo en el pasado.;Sin datos específicos para la filial. El grupo Gestamp participa en programas de formación en transformación digital.;SÍ. El grupo Gestamp utiliza IA en sus procesos de Smart Factory para la optimización de la producción y la calidad.;HÍBRIDA (Inferido por la estrategia de Industria 4.0 y proyectos de IoT a nivel de grupo);Filial de Gestamp, una multinacional con ingresos de más de 12.000M€ en 2023. La solvencia está respaldada por la matriz.;Máximo;Híbrido Hardware/Software con enfoque en mecatrónica, robótica y procesos industriales.;TIBURÓN;VIABLE;🟢 VIABLE (61/100 pts) - ⚠️ Ventas >20M€ (+15) | ✅ 2024 empleados (+15) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Cloud híbrido (+3) | ✅ Usa IA (+8) | ⚠️ Sector industrial (+5);61.0;vizcaya
726;SPRILUR SOCIEDAD ANONIMA;grande;4110;Promoción inmobiliaria;A01024090;50000000;0;0.0;Sin match;1983;Bilbao;25 (einforma);www.sprilur.spri.eus;Promoción y gestión de suelo industrial y edificaciones para el desarrollo empresarial en el País Vasco.;~5-10 técnicos;Uso de tecnología BIM (Building Information Modeling) para el diseño y ejecución de proyectos de construcción.;No identificado públicamente;Gobierno Vasco (a través del Grupo SPRI);Ninguno;Financiación del Gobierno Vasco al ser una empresa pública.;NO. No hay evidencia del uso de IA en sus operaciones principales, que se centran en la promoción inmobiliaria industrial.;No identificado públicamente;Empresa pública consolidada con un capital social de más de 290 millones de euros y ventas de 50M€.;Máximo;Híbrido (Construcción/Inmobiliario con aplicación de tecnología para la edificación);PYME;POSIBLE;🟡 POSIBLE (39/100 pts) - ⚠️ Ventas >20M€ (+15) | ⚠️ 25 empleados (+4) | ✅ CTO identificado (+8) | ✅ Equipo IT sólido (+7) | ⚠️ Sector industrial (+5);39.0;vizcaya
727;TESAB SPAIN SL;grande;4663;Comercio al por mayor de maquinaria para la minería, la construcción y la ingeniería civil;B95462222;50000000;0;0.0;Sin match;2007;Galdakao;~10-25 (Fuentes varias);www.tesabspain.es;Venta y alquiler de equipos móviles de machaqueo, trituración, clasificación y reciclaje.;~1-5 técnicos;Distribuidor de maquinaria pesada (hardware) con componentes tecnológicos de terceros (telemática, gestión de flotas). Sin evidencia de desarrollo de software propio o IA.;No identificado públicamente;Administradores Solidarios: Keenan Niall James, Mendez Izaguirre Maria Begoña.;Ninguno;Ha recibido subvenciones del Departamento de Promoción Económica de la Diputación Foral de Bizkaia para proyectos de digitalización e innovación.;"NO. La empresa se centra en la distribución de maquinaria pesada; no hay evidencia de que desarrollen o utilicen soluciones de inteligencia artificial propias.";No aplica (infraestructura tecnológica no es su negocio principal);Facturación superior a los 10 millones de euros, lo que indica una sólida posición en su mercado.;Alto;Híbrido Hardware/Mecánico con un componente de soporte técnico para la maquinaria que distribuyen.;PYME;DUDOSO;🟡 DUDOSO (27/100 pts) - ⚠️ Ventas >20M€ (+15) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8) | ⚠️ Equipo IT medio (+4);27.0;vizcaya
728;AZAROS 21 SA;grande;4619;Intermediarios del comercio de productos diversos;A95176897;50000000;0;0.0;Sin match;2001;Atxondo;14 (eInforma);www.azaros.eu;Comercialización de aislantes térmicos, eléctricos y consumibles para la industria refractaria y fundición.;~1-3 técnicos;Distribuidor industrial tradicional. Sin desarrollo de software propio aparente. La complejidad radica en la logística y la gestión de la cadena de suministro.;No identificado públicamente;No identificados públicamente (Administrador Único: Moja Ayesta Amaya);Ninguno;Hazinnova (SPRI);NO (No hay evidencia pública del uso de IA en sus operaciones o productos);Sin datos;Facturación entre 6 y 30 millones de euros. Empresa consolidada en su sector.;Alto;Logística y Cadena de Suministro;DESCARTAR;DUDOSO;🟡 DUDOSO (23/100 pts) - ⚠️ Ventas >20M€ (+15) | ❌ Plantilla pequeña (+0) | ✅ CTO identificado (+8);23.0;vizcaya
